image_id,file_name,category,bbox
30,30.jpg,0,"[7.0, 83.0, 116.58000183105469, 74.44000244140625]"
30,30.jpg,0,"[349.0, 329.0, 67.47000122070312, 56.66999816894531]"
30,30.jpg,0,"[266.0, 292.0, 73.20999908447266, 46.66999816894531]"
30,30.jpg,0,"[356.0, 182.0, 59.689998626708984, 44.439998626708984]"
31,31.jpg,0,"[2.0, 47.0, 593.0, 125.0]"
32,32.jpg,0,"[51.0, 48.0, 338.6700134277344, 349.4100036621094]"
33,33.jpg,0,"[529.0, 377.0, 469.760009765625, 286.1809997558594]"
34,34.jpg,0,"[0.0, 224.0, 630.0, 212.0]"
35,35.jpg,0,"[0.0, 17.0, 631.0, 453.0]"
36,36.jpg,0,"[356.0, 132.0, 462.0799865722656, 110.2030029296875]"
37,37.jpg,2,"[17.0, 0.0, 308.69000244140625, 416.0]"
37,37.jpg,0,"[106.0, 83.0, 286.32000732421875, 164.7100067138672]"
38,38.jpg,2,"[0.0, 0.0, 683.0, 1024.0]"
38,38.jpg,0,"[39.0, 207.0, 643.9199829101562, 816.8599853515625]"
39,39.jpg,0,"[0.0, 0.0, 128.0, 109.0]"
39,39.jpg,0,"[121.0, 44.0, 118.0, 100.0]"
40,40.jpg,0,"[22.0, 146.0, 191.0, 172.0]"
41,41.jpg,0,"[3.0, 112.0, 413.0199890136719, 264.44000244140625]"
42,42.jpg,0,"[404.0, 307.0, 138.1300048828125, 73.44000244140625]"
43,43.jpg,0,"[28.0, 6.0, 234.8699951171875, 170.4499969482422]"
44,44.jpg,0,"[428.0, 396.0, 106.4800033569336, 127.80999755859375]"
45,45.jpg,0,"[0.0, 11.0, 886.0, 232.0]"
46,46.jpg,0,"[148.0, 178.0, 63.0, 165.0]"
47,47.jpg,0,"[28.0, 51.0, 961.280029296875, 341.4150085449219]"
48,48.jpg,0,"[13.0, 15.0, 388.20001220703125, 396.1099853515625]"
49,49.jpg,0,"[5.0, 7.0, 291.8699951171875, 96.80000305175781]"
50,50.jpg,0,"[130.0, 123.0, 206.0, 208.0]"
51,51.jpg,0,"[32.0, 89.0, 517.0, 234.0]"
52,52.jpg,0,"[355.0, 462.0, 98.16999816894531, 115.83999633789062]"
53,53.jpg,0,"[6.0, 77.0, 634.0, 196.0]"
54,54.jpg,0,"[915.0, 160.0, 622.989990234375, 272.5]"
54,54.jpg,0,"[6.0, 138.0, 902.6500244140625, 590.0]"
55,55.jpg,0,"[0.0, 9.0, 296.94000244140625, 74.80000305175781]"
56,56.jpg,0,"[0.0, 95.0, 767.0, 928.0]"
57,57.jpg,0,"[0.0, 39.0, 616.0, 144.0]"
58,58.jpg,0,"[211.0, 67.0, 170.11000061035156, 348.94000244140625]"
58,58.jpg,2,"[44.0, 124.0, 296.9200134277344, 292.4700012207031]"
59,59.jpg,0,"[21.0, 206.0, 251.0, 194.0]"
59,59.jpg,0,"[3.0, 35.0, 307.0, 176.0]"
60,60.jpg,0,"[319.0, 208.0, 94.0, 47.0]"
61,61.jpg,0,"[372.0, 353.0, 169.0800018310547, 83.76000213623047]"
62,62.jpg,0,"[630.0, 224.0, 275.8399963378906, 150.56700134277344]"
63,63.jpg,0,"[83.0, 88.0, 163.69000244140625, 65.91000366210938]"
64,64.jpg,0,"[0.0, 5.0, 636.0, 101.0]"
65,65.jpg,0,"[14.0, 183.0, 473.0, 114.0]"
66,66.jpg,0,"[0.0, 106.0, 392.0, 96.0]"
66,66.jpg,0,"[260.0, 143.0, 380.0, 81.0]"
66,66.jpg,0,"[0.0, 227.0, 375.0, 100.0]"
66,66.jpg,0,"[258.0, 281.0, 382.0, 78.0]"
66,66.jpg,0,"[0.0, 0.0, 370.0, 82.0]"
66,66.jpg,0,"[268.0, 39.0, 369.0, 65.0]"
67,67.jpg,0,"[15.0, 112.0, 484.0, 219.0]"
68,68.jpg,0,"[0.0, 8.0, 584.0, 273.0]"
69,69.jpg,0,"[0.0, 19.0, 284.0, 481.0]"
70,70.jpg,0,"[491.0, 419.0, 328.32000732421875, 153.60899353027344]"
71,71.jpg,0,"[62.0, 41.0, 311.5299987792969, 375.44000244140625]"
72,72.jpg,0,"[692.0, 355.0, 170.97999572753906, 104.05999755859375]"
73,73.jpg,0,"[0.0, 0.0, 348.0, 831.0]"
74,74.jpg,0,"[380.0, 353.0, 146.6999969482422, 86.05000305175781]"
75,75.jpg,0,"[7.0, 122.0, 608.0, 164.0]"
76,76.jpg,0,"[6.0, 161.0, 309.0, 194.0]"
77,77.jpg,0,"[46.0, 97.0, 369.9100036621094, 318.94000244140625]"
77,77.jpg,0,"[73.0, 0.0, 342.8500061035156, 318.82000732421875]"
78,78.jpg,0,"[104.0, 40.0, 164.63999938964844, 42.91999816894531]"
79,79.jpg,0,"[327.0, 203.0, 90.30999755859375, 47.369998931884766]"
80,80.jpg,0,"[8.0, 46.0, 408.1400146484375, 343.5299987792969]"
81,81.jpg,0,"[0.0, 166.0, 450.0, 147.0]"
81,81.jpg,0,"[24.0, 20.0, 417.0, 98.0]"
82,82.jpg,0,"[0.0, 240.0, 753.280029296875, 317.15301513671875]"
83,83.jpg,0,"[232.0, 413.0, 165.92999267578125, 253.61000061035156]"
84,84.jpg,0,"[295.0, 235.0, 194.13600158691406, 213.75999450683594]"
84,84.jpg,0,"[470.0, 218.0, 212.0760040283203, 236.16000366210938]"
85,85.jpg,0,"[22.0, 68.0, 378.0799865722656, 295.8800048828125]"
86,86.jpg,0,"[34.0, 114.0, 403.0, 67.0]"
86,86.jpg,0,"[43.0, 210.0, 381.0, 78.0]"
86,86.jpg,0,"[74.0, 259.0, 343.0, 66.0]"
86,86.jpg,0,"[81.0, 5.0, 344.0, 55.0]"
86,86.jpg,0,"[91.0, 329.0, 323.0, 46.0]"
86,86.jpg,0,"[74.0, 47.0, 363.0, 86.0]"
87,87.jpg,0,"[146.0, 163.0, 65.0, 192.0]"
88,88.jpg,0,"[81.0, 78.0, 134.60000610351562, 338.3500061035156]"
88,88.jpg,2,"[56.0, 1.0, 360.489990234375, 415.4100036621094]"
89,89.jpg,0,"[0.0, 0.0, 300.0, 91.0]"
90,90.jpg,0,"[0.0, 163.0, 913.5989990234375, 174.322998046875]"
91,91.jpg,0,"[419.0, 400.0, 95.62000274658203, 115.5199966430664]"
92,92.jpg,0,"[14.0, 161.0, 981.1199951171875, 376.0790100097656]"
93,93.jpg,0,"[33.0, 19.0, 586.0, 235.0]"
94,94.jpg,0,"[248.0, 142.0, 37.0, 76.0]"
95,95.jpg,0,"[33.0, 152.0, 434.0, 135.0]"
96,96.jpg,0,"[395.0, 137.0, 58.18000030517578, 55.900001525878906]"
97,97.jpg,0,"[131.0, 77.0, 292.0, 123.0]"
98,98.jpg,0,"[18.0, 149.0, 356.3299865722656, 57.060001373291016]"
99,99.jpg,0,"[61.0, 163.0, 136.0, 156.0]"
100,100.jpg,0,"[4.0, 3.0, 291.6199951171875, 67.19999694824219]"
101,101.jpg,0,"[742.0, 324.0, 364.0, 293.0]"
102,102.jpg,0,"[0.0, 8.0, 492.0, 326.0]"
103,103.jpg,0,"[271.0, 308.0, 716.1599731445312, 248.5970001220703]"
104,104.jpg,0,"[73.0, 261.0, 690.0, 256.0]"
104,104.jpg,0,"[61.0, 419.0, 710.0, 142.0]"
104,104.jpg,0,"[50.0, 519.0, 730.0, 205.0]"
104,104.jpg,0,"[48.0, 629.0, 745.0, 127.0]"
104,104.jpg,0,"[21.0, 738.0, 780.0, 214.0]"
105,105.jpg,0,"[0.0, 0.0, 455.04998779296875, 269.2900085449219]"
106,106.jpg,0,"[62.0, 137.0, 433.0, 107.0]"
107,107.jpg,0,"[56.0, 37.0, 1878.0, 432.0]"
108,108.jpg,0,"[17.0, 84.0, 384.54998779296875, 247.05999755859375]"
109,109.jpg,0,"[0.0, 255.0, 656.0, 185.16600036621094]"
110,110.jpg,0,"[1.0, 14.0, 639.0, 195.0]"
111,111.jpg,0,"[298.0, 147.0, 94.83000183105469, 209.41000366210938]"
111,111.jpg,0,"[247.0, 144.0, 109.86000061035156, 205.8800048828125]"
111,111.jpg,0,"[236.0, 125.0, 86.93000030517578, 186.47000122070312]"
111,111.jpg,0,"[205.0, 103.0, 83.62999725341797, 180.58999633789062]"
111,111.jpg,0,"[134.0, 134.0, 74.01000213623047, 199.41000366210938]"
111,111.jpg,0,"[96.0, 106.0, 82.25, 224.1199951171875]"
111,111.jpg,0,"[59.0, 91.0, 99.91000366210938, 247.64999389648438]"
111,111.jpg,0,"[6.0, 163.0, 81.69000244140625, 220.0]"
111,111.jpg,0,"[49.0, 363.0, 299.4800109863281, 30.0]"
112,112.jpg,0,"[131.0, 16.0, 55.0, 381.0]"
113,113.jpg,0,"[28.0, 21.0, 274.0, 413.0]"
114,114.jpg,0,"[19.0, 203.0, 42.0, 99.0]"
114,114.jpg,0,"[0.0, 219.0, 33.0, 94.0]"
114,114.jpg,0,"[0.0, 297.0, 85.0, 78.0]"
115,115.jpg,0,"[348.0, 134.0, 27.0, 27.0]"
116,116.jpg,0,"[130.0, 126.0, 381.5799865722656, 98.18000030517578]"
117,117.jpg,0,"[46.0, 0.0, 150.0, 500.0]"
118,118.jpg,0,"[79.0, 77.0, 460.07000732421875, 170.8300018310547]"
118,118.jpg,0,"[344.0, 210.0, 143.9499969482422, 80.0]"
119,119.jpg,0,"[195.0, 197.0, 737.3519897460938, 160.47799682617188]"
120,120.jpg,0,"[371.0, 149.0, 45.0, 18.0]"
121,121.jpg,0,"[298.0, 261.0, 157.83799743652344, 70.79000091552734]"
122,122.jpg,2,"[97.0, 121.0, 141.05999755859375, 255.8800048828125]"
122,122.jpg,0,"[208.0, 115.0, 179.25999450683594, 92.3499984741211]"
122,122.jpg,2,"[104.0, 1.0, 76.37000274658203, 116.47000122070312]"
123,123.jpg,0,"[52.0, 43.0, 114.0, 111.0]"
124,124.jpg,0,"[391.0, 176.0, 57.040000915527344, 63.06999969482422]"
125,125.jpg,0,"[149.0, 229.0, 19.0, 19.0]"
126,126.jpg,0,"[344.0, 199.0, 75.4800033569336, 50.5099983215332]"
127,127.jpg,0,"[48.0, 76.0, 197.0, 272.0]"
128,128.jpg,0,"[685.0, 214.0, 320.8810119628906, 139.31700134277344]"
128,128.jpg,0,"[385.0, 241.0, 327.5150146484375, 349.95098876953125]"
129,129.jpg,0,"[421.0, 306.0, 131.3300018310547, 94.30999755859375]"
130,130.jpg,0,"[140.0, 308.0, 15.0, 48.0]"
130,130.jpg,0,"[227.0, 32.0, 23.0, 28.0]"
131,131.jpg,0,"[9.0, 33.0, 555.0, 607.0]"
132,132.jpg,0,"[17.0, 138.0, 647.9860229492188, 263.9729919433594]"
133,133.jpg,0,"[182.0, 114.0, 183.16000366210938, 209.8300018310547]"
134,134.jpg,0,"[79.0, 83.0, 330.0, 133.0]"
135,135.jpg,0,"[241.0, 57.0, 10.0, 10.0]"
136,136.jpg,0,"[372.0, 148.0, 49.0, 21.0]"
137,137.jpg,0,"[41.0, 1.0, 546.0, 381.0]"
138,138.jpg,0,"[17.0, 19.0, 460.0, 276.0]"
139,139.jpg,0,"[35.0, 40.0, 355.1499938964844, 311.17999267578125]"
140,140.jpg,0,"[15.0, 25.0, 304.0, 316.0]"
141,141.jpg,0,"[8.0, 10.0, 286.2699890136719, 51.20000076293945]"
142,142.jpg,0,"[130.0, 183.0, 842.8800048828125, 331.21099853515625]"
143,143.jpg,0,"[549.0, 62.0, 99.0, 65.0]"
144,144.jpg,0,"[143.0, 59.0, 499.8399963378906, 377.3800048828125]"
145,145.jpg,0,"[87.0, 138.0, 268.0, 178.0]"
146,146.jpg,0,"[3.0, 6.0, 643.0, 365.0]"
147,147.jpg,0,"[0.0, 207.0, 639.0, 147.0]"
148,148.jpg,0,"[124.0, 75.0, 183.0, 335.0]"
149,149.jpg,2,"[0.0, 15.0, 223.55999755859375, 400.57000732421875]"
149,149.jpg,0,"[125.0, 114.0, 217.0399932861328, 221.17999267578125]"
150,150.jpg,0,"[24.0, 18.0, 349.45001220703125, 196.47000122070312]"
151,151.jpg,0,"[377.0, 367.0, 130.1699981689453, 69.47000122070312]"
152,152.jpg,2,"[38.0, 84.0, 150.49000549316406, 332.4700012207031]"
152,152.jpg,0,"[94.0, 144.0, 207.52000427246094, 127.05999755859375]"
153,153.jpg,0,"[421.0, 267.0, 338.489013671875, 408.2170104980469]"
153,153.jpg,0,"[334.0, 144.0, 446.5780029296875, 86.76399993896484]"
153,153.jpg,0,"[916.0, 125.0, 106.66699981689453, 85.34100341796875]"
154,154.jpg,0,"[142.0, 422.0, 84.94000244140625, 55.209999084472656]"
155,155.jpg,0,"[774.0, 51.0, 218.8800048828125, 291.64300537109375]"
156,156.jpg,0,"[905.0, 208.0, 205.39999389648438, 56.66999816894531]"
156,156.jpg,0,"[142.0, 225.0, 369.75, 56.66999816894531]"
157,157.jpg,0,"[63.0, 69.0, 331.0299987792969, 256.4700012207031]"
158,158.jpg,0,"[0.0, 137.0, 394.0, 137.0]"
158,158.jpg,0,"[0.0, 283.0, 446.0, 75.0]"
158,158.jpg,0,"[0.0, 1.0, 471.0, 148.0]"
159,159.jpg,0,"[170.0, 223.0, 22.0, 20.0]"
160,160.jpg,0,"[43.0, 62.0, 175.49000549316406, 84.18000030517578]"
161,161.jpg,0,"[194.0, 133.0, 93.0, 167.0]"
162,162.jpg,0,"[133.0, 224.0, 145.27999877929688, 272.6400146484375]"
162,162.jpg,0,"[348.0, 198.0, 125.44000244140625, 445.44000244140625]"
162,162.jpg,0,"[421.0, 189.0, 106.23999786376953, 446.0799865722656]"
162,162.jpg,0,"[498.0, 156.0, 96.63999938964844, 476.1600036621094]"
162,162.jpg,0,"[561.0, 59.0, 102.4000015258789, 558.0789794921875]"
162,162.jpg,0,"[595.0, 0.0, 129.9199981689453, 607.3599853515625]"
162,162.jpg,0,"[668.0, 40.0, 191.36000061035156, 572.1599731445312]"
163,163.jpg,0,"[0.0, 2.0, 638.0, 547.0]"
164,164.jpg,0,"[700.0, 192.0, 100.27999877929688, 97.66999816894531]"
165,165.jpg,0,"[0.0, 18.0, 500.0, 357.0]"
166,166.jpg,0,"[68.0, 87.0, 230.0, 362.0]"
167,167.jpg,2,"[103.0, 52.0, 312.8500061035156, 364.239990234375]"
167,167.jpg,0,"[34.0, 117.0, 288.1000061035156, 174.7100067138672]"
168,168.jpg,0,"[29.0, 47.0, 347.6400146484375, 212.77999877929688]"
168,168.jpg,0,"[7.0, 334.0, 403.19000244140625, 64.44000244140625]"
169,169.jpg,2,"[26.0, 74.0, 192.8300018310547, 341.8800048828125]"
169,169.jpg,0,"[180.0, 104.0, 96.94000244140625, 65.29000091552734]"
169,169.jpg,0,"[98.0, 224.0, 55.20000076293945, 47.650001525878906]"
170,170.jpg,0,"[163.0, 366.0, 213.75999450683594, 215.27999877929688]"
170,170.jpg,0,"[461.0, 32.0, 359.0400085449219, 645.197998046875]"
170,170.jpg,0,"[880.0, 313.0, 140.16000366210938, 195.41700744628906]"
171,171.jpg,0,"[350.0, 270.0, 66.0, 37.0]"
172,172.jpg,0,"[221.0, 183.0, 68.0, 52.0]"
173,173.jpg,0,"[119.0, 0.0, 421.32000732421875, 1024.0]"
173,173.jpg,2,"[9.0, 18.0, 674.0700073242188, 1005.6699829101562]"
174,174.jpg,0,"[0.0, 15.0, 299.3399963378906, 56.0]"
175,175.jpg,0,"[25.0, 152.0, 430.0, 134.0]"
175,175.jpg,0,"[31.0, 47.0, 457.0, 86.0]"
176,176.jpg,0,"[46.0, 55.0, 180.0, 340.0]"
177,177.jpg,0,"[13.0, 80.0, 396.9100036621094, 316.4700012207031]"
178,178.jpg,0,"[181.0, 276.0, 90.0, 51.0]"
179,179.jpg,0,"[0.0, 0.0, 300.0, 59.0]"
180,180.jpg,2,"[136.0, 25.0, 280.489990234375, 390.7099914550781]"
180,180.jpg,0,"[63.0, 129.0, 186.94000244140625, 202.94000244140625]"
181,181.jpg,0,"[416.0, 410.0, 100.47000122070312, 120.37999725341797]"
182,182.jpg,0,"[118.0, 142.0, 462.0, 172.0]"
183,183.jpg,0,"[2.0, 84.0, 300.0, 208.0]"
184,184.jpg,0,"[496.0, 92.0, 99.0, 67.0]"
185,185.jpg,0,"[22.0, 112.0, 258.0, 239.0]"
186,186.jpg,0,"[2.0, 109.0, 315.0, 209.0]"
187,187.jpg,0,"[125.0, 81.0, 248.75999450683594, 256.1099853515625]"
188,188.jpg,0,"[178.0, 112.0, 103.0, 150.0]"
189,189.jpg,0,"[352.0, 87.0, 148.0, 55.0]"
189,189.jpg,0,"[43.0, 86.0, 255.0, 70.0]"
189,189.jpg,0,"[342.0, 126.0, 158.0, 58.0]"
189,189.jpg,0,"[374.0, 184.0, 126.0, 33.0]"
189,189.jpg,0,"[57.0, 156.0, 303.0, 90.0]"
189,189.jpg,0,"[13.0, 219.0, 282.0, 85.0]"
189,189.jpg,0,"[367.0, 18.0, 133.0, 70.0]"
189,189.jpg,0,"[156.0, 45.0, 241.0, 66.0]"
190,190.jpg,2,"[9.0, 158.0, 313.2099914550781, 258.2200012207031]"
190,190.jpg,0,"[69.0, 157.0, 335.4200134277344, 177.77999877929688]"
191,191.jpg,0,"[401.0, 407.0, 129.61000061035156, 99.2300033569336]"
192,192.jpg,0,"[0.0, 107.0, 895.4639892578125, 479.697998046875]"
193,193.jpg,0,"[371.0, 356.0, 153.08999633789062, 72.9000015258789]"
194,194.jpg,0,"[386.0, 43.0, 110.0, 339.0]"
194,194.jpg,0,"[249.0, 270.0, 89.0, 197.0]"
194,194.jpg,0,"[126.0, 233.0, 70.0, 132.0]"
195,195.jpg,0,"[3.0, 25.0, 301.0, 396.0]"
196,196.jpg,0,"[91.0, 131.0, 932.0009765625, 424.79998779296875]"
197,197.jpg,0,"[36.0, 106.0, 429.0, 239.0]"
198,198.jpg,0,"[405.0, 309.0, 139.8300018310547, 78.87000274658203]"
199,199.jpg,0,"[699.0, 195.0, 89.98999786376953, 103.95999908447266]"
200,200.jpg,0,"[155.0, 78.0, 217.0, 118.0]"
201,201.jpg,0,"[36.0, 382.0, 146.0, 95.0]"
202,202.jpg,0,"[30.0, 163.0, 270.0, 155.0]"
203,203.jpg,0,"[161.0, 250.0, 110.30999755859375, 61.970001220703125]"
204,204.jpg,0,"[332.0, 149.0, 691.8400268554688, 396.60198974609375]"
205,205.jpg,0,"[13.0, 66.0, 286.0, 184.0]"
206,206.jpg,0,"[4.0, 41.0, 306.0, 362.0]"
207,207.jpg,0,"[5.0, 0.0, 437.0, 211.0]"
207,207.jpg,0,"[126.0, 66.0, 358.0, 256.0]"
208,208.jpg,0,"[40.0, 158.0, 376.3599853515625, 171.11000061035156]"
208,208.jpg,0,"[57.0, 306.0, 359.1300048828125, 110.44000244140625]"
209,209.jpg,0,"[0.0, 139.0, 635.0, 223.0]"
210,210.jpg,0,"[294.0, 226.0, 599.6799926757812, 444.82598876953125]"
211,211.jpg,0,"[339.0, 419.0, 58.45000076293945, 86.66000366210938]"
212,212.jpg,0,"[9.0, 12.0, 282.4200134277344, 73.19999694824219]"
213,213.jpg,0,"[505.0, 97.0, 98.0, 62.0]"
214,214.jpg,0,"[0.0, 99.0, 403.0, 186.0]"
215,215.jpg,0,"[0.0, 0.0, 400.0, 189.0]"
216,216.jpg,0,"[0.0, 8.0, 376.0, 390.0]"
217,217.jpg,0,"[397.0, 415.0, 113.04000091552734, 110.37999725341797]"
218,218.jpg,0,"[435.0, 413.0, 104.31999969482422, 63.779998779296875]"
219,219.jpg,0,"[0.0, 123.0, 1022.0, 354.0]"
220,220.jpg,0,"[43.0, 80.0, 964.0, 164.0]"
221,221.jpg,0,"[22.0, 0.0, 303.0400085449219, 145.0]"
222,222.jpg,0,"[241.0, 107.0, 23.0, 35.0]"
223,223.jpg,0,"[141.0, 49.0, 148.22000122070312, 365.0]"
223,223.jpg,0,"[57.0, 27.0, 151.00999450683594, 364.44000244140625]"
223,223.jpg,0,"[2.0, 16.0, 143.8000030517578, 365.0]"
224,224.jpg,0,"[433.0, 379.0, 69.22000122070312, 120.94000244140625]"
225,225.jpg,0,"[0.0, 6.0, 1023.3599853515625, 670.9580078125]"
226,226.jpg,0,"[1266.0, 837.0, 239.0, 460.0]"
227,227.jpg,0,"[52.0, 0.0, 285.6470031738281, 1020.7999877929688]"
228,228.jpg,0,"[371.0, 333.0, 117.37999725341797, 62.59000015258789]"
229,229.jpg,0,"[408.0, 0.0, 160.0, 247.95599365234375]"
230,230.jpg,0,"[16.0, 111.0, 784.0, 200.0]"
231,231.jpg,0,"[259.0, 64.0, 16.0, 14.0]"
232,232.jpg,0,"[367.0, 333.0, 439.67999267578125, 196.0449981689453]"
232,232.jpg,0,"[543.0, 174.0, 212.47999572753906, 91.61599731445312]"
233,233.jpg,0,"[698.0, 359.0, 167.5800018310547, 104.3499984741211]"
234,234.jpg,0,"[344.0, 607.0, 265.3999938964844, 100.48999786376953]"
235,235.jpg,2,"[50.0, 28.0, 135.19000244140625, 387.760009765625]"
235,235.jpg,2,"[200.0, 32.0, 156.3300018310547, 384.239990234375]"
235,235.jpg,0,"[100.0, 189.0, 104.01000213623047, 225.8800048828125]"
235,235.jpg,0,"[244.0, 149.0, 148.6699981689453, 206.47000122070312]"
236,236.jpg,0,"[155.0, 395.0, 137.0, 116.0]"
237,237.jpg,0,"[256.0, 64.0, 15.0, 11.0]"
238,238.jpg,0,"[5.0, 5.0, 301.0, 443.0]"
239,239.jpg,0,"[260.0, 64.0, 17.0, 13.0]"
240,240.jpg,0,"[737.0, 122.0, 269.44000244140625, 150.5679931640625]"
241,241.jpg,0,"[198.0, 476.0, 93.9800033569336, 56.959999084472656]"
242,242.jpg,0,"[290.0, 122.0, 105.0, 103.0]"
243,243.jpg,0,"[28.0, 123.0, 262.0, 149.0]"
244,244.jpg,0,"[4.0, 61.0, 412.260009765625, 285.2900085449219]"
245,245.jpg,0,"[9.0, 9.0, 274.8299865722656, 107.04000091552734]"
246,246.jpg,0,"[2.0, 0.0, 648.0, 164.0]"
247,247.jpg,0,"[5.0, 40.0, 115.0, 342.0]"
247,247.jpg,0,"[127.0, 29.0, 93.0, 360.0]"
247,247.jpg,0,"[218.0, 37.0, 101.0, 374.0]"
248,248.jpg,0,"[10.0, 102.0, 406.3800048828125, 171.75999450683594]"
249,249.jpg,0,"[206.0, 159.0, 60.0, 75.0]"
250,250.jpg,0,"[279.0, 69.0, 17.0, 14.0]"
251,251.jpg,0,"[173.0, 92.0, 251.0, 152.0]"
251,251.jpg,0,"[22.0, 147.0, 81.0, 107.0]"
252,252.jpg,0,"[7.0, 142.0, 305.0, 149.0]"
253,253.jpg,0,"[232.0, 75.0, 265.0, 76.0]"
253,253.jpg,0,"[208.0, 137.0, 292.0, 69.0]"
253,253.jpg,0,"[14.0, 14.0, 481.0, 122.0]"
254,254.jpg,0,"[161.0, 0.0, 862.0800170898438, 631.0]"
255,255.jpg,0,"[0.0, 0.0, 400.0, 188.0]"
256,256.jpg,0,"[50.0, 81.0, 590.0, 184.0]"
257,257.jpg,0,"[0.0, 0.0, 450.0, 132.0]"
258,258.jpg,0,"[212.0, 92.0, 675.2000122070312, 301.58099365234375]"
259,259.jpg,0,"[5.0, 82.0, 495.0, 269.0]"
260,260.jpg,0,"[424.0, 305.0, 135.41000366210938, 98.0199966430664]"
261,261.jpg,0,"[43.0, 49.0, 269.0, 320.0]"
262,262.jpg,0,"[23.0, 85.0, 393.44000244140625, 251.75999450683594]"
263,263.jpg,0,"[18.0, 119.0, 380.44000244140625, 208.82000732421875]"
264,264.jpg,0,"[14.0, 59.0, 386.32000732421875, 287.05999755859375]"
265,265.jpg,0,"[95.0, 88.0, 543.0, 186.0]"
266,266.jpg,0,"[710.0, 240.0, 165.39999389648438, 89.12999725341797]"
267,267.jpg,0,"[0.0, 151.0, 638.0, 213.0]"
268,268.jpg,0,"[136.0, 228.0, 154.0, 117.0]"
269,269.jpg,0,"[0.0, 152.0, 863.0, 136.0]"
269,269.jpg,0,"[0.0, 0.0, 859.0, 144.0]"
270,270.jpg,0,"[0.0, 4.0, 389.1400146484375, 207.7899932861328]"
271,271.jpg,0,"[141.0, 76.0, 287.79998779296875, 99.2300033569336]"
272,272.jpg,0,"[277.0, 69.0, 14.0, 13.0]"
273,273.jpg,0,"[0.0, 567.0, 527.3599853515625, 160.63999938964844]"
274,274.jpg,0,"[270.0, 263.0, 145.7899932861328, 58.2400016784668]"
274,274.jpg,0,"[57.0, 31.0, 326.32000732421875, 225.8800048828125]"
275,275.jpg,0,"[28.0, 103.0, 405.0, 113.0]"
276,276.jpg,0,"[90.0, 87.0, 137.0, 82.0]"
277,277.jpg,0,"[109.0, 267.0, 356.0010070800781, 116.0]"
278,278.jpg,0,"[125.0, 126.0, 97.0, 179.0]"
279,279.jpg,2,"[154.0, 56.0, 122.2300033569336, 350.5899963378906]"
279,279.jpg,2,"[293.0, 56.0, 111.0199966430664, 348.82000732421875]"
279,279.jpg,0,"[114.0, 85.0, 111.6500015258789, 28.239999771118164]"
280,280.jpg,0,"[2.0, 85.0, 414.0199890136719, 330.7099914550781]"
281,281.jpg,0,"[137.0, 58.0, 130.63999938964844, 99.2300033569336]"
281,281.jpg,0,"[246.0, 91.0, 171.36000061035156, 113.08000183105469]"
282,282.jpg,0,"[0.0, 61.0, 500.0, 256.0]"
283,283.jpg,0,"[16.0, 140.0, 392.20001220703125, 164.7100067138672]"
